age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
53, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
60, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
49, Local-gov, Masters,14.0, Separated, Prof-specialty, Unmarried, White, Female,0.0,0.0,50.0, United-States,<=50K
40, Private, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
48, Self-emp-inc, 10th,6.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,80.0, United-States,<=50K
23, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
42, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
37, Self-emp-not-inc, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,85.0, United-States,<=50K
27, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Female,0.0,0.0,45.0, United-States,<=50K
38, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
27, Private, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,35.0, Ireland,<=50K
75, Private, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
49, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,52.0, United-States,>50K
27, Private, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,20.0, United-States,<=50K
36, Self-emp-not-inc, Bachelors,13.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, Mexico,<=50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103.0,0.0,45.0, United-States,>50K
35, Private, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, White, Male,0.0,0.0,35.0, United-States,<=50K
36, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
53, Private, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,<=50K
27, Private, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
34, Private, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,3325.0,0.0,35.0, United-States,<=50K
61, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
29, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,56.0, United-States,<=50K
40, State-gov, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,35.0, United-States,<=50K
37, Private, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
22, Private, 9th,5.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,30.0, United-States,<=50K
43, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
55, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,30.0, United-States,<=50K
28, Private, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
23, Private, Bachelors,13.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,30.0, United-States,<=50K
64, Local-gov, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
46, Private, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
29, Private, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,48.0, India,<=50K
20, Private, Some-college,10.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,25.0, United-States,<=50K
62, Self-emp-not-inc, Some-college,10.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
49, Private, Assoc-voc,11.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,35.0, Columbia,<=50K
29, Private, 10th,6.0, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,<=50K
35, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, Japan,<=50K
39, Local-gov, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,30.0, United-States,<=50K
39, Private, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,<=50K
37, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Other-relative, White, Female,0.0,0.0,32.0, United-States,<=50K
38, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2829.0,0.0,30.0, Mexico,<=50K
31, Private, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
55, Private, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
38, Private, Some-college,10.0, Separated, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
33, Private, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,25.0, United-States,<=50K
25, Private, Assoc-acdm,12.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
37, Private, Assoc-voc,11.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,52.0, United-States,<=50K
49, Private, Some-college,10.0, Divorced, Tech-support, Other-relative, White, Male,0.0,0.0,35.0, United-States,<=50K
26, Private, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States,<=50K
35, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,43.0, United-States,<=50K
44, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,60.0, United-States,<=50K
37, Private, Masters,14.0, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,45.0, United-States,>50K
42, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
64, State-gov, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,4787.0,0.0,40.0, United-States,>50K
28, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
35, Self-emp-not-inc, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,4650.0,0.0,50.0, United-States,<=50K
40, State-gov, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
55, Federal-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
21, Private, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,65.0, United-States,<=50K
49, Private, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,<=50K
51, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
57, Private, Prof-school,15.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,1902.0,40.0, Philippines,>50K
51, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
24, Private, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0.0,1762.0,32.0, United-States,<=50K
45, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, England,<=50K
28, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
42, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,60.0, United-States,>50K
22, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
28, State-gov, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
60, Private, HS-grad,9.0, Widowed, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
31, Private, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,2238.0,40.0, United-States,<=50K
47, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,75.0, United-States,>50K
30, Private, HS-grad,9.0, Married-AF-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
61, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
71, Local-gov, Bachelors,13.0, Widowed, Prof-specialty, Unmarried, White, Female,0.0,0.0,6.0, United-States,<=50K
42, Private, HS-grad,9.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
44, Local-gov, 12th,8.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55.0, United-States,<=50K
46, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
50, Local-gov, Prof-school,15.0, Never-married, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,52.0, United-States,>50K
27, State-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,9.0, United-States,<=50K
21, Private, Some-college,10.0, Never-married, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, Mexico,<=50K
25, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,35.0, United-States,<=50K
61, Private, 5th-6th,3.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,1876.0,56.0, United-States,<=50K
54, Private, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,30.0, United-States,<=50K
31, Private, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
53, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,30.0, United-States,<=50K
39, Self-emp-inc, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,55.0, United-States,>50K
57, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Transport-moving, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
48, Private, Bachelors,13.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,44.0, United-States,<=50K
30, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,56.0, United-States,>50K
35, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
42, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
34, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
59, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
69, Local-gov, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,20.0, United-States,<=50K
29, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
40, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
21, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,15.0, United-States,<=50K
40, Private, Assoc-acdm,12.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
43, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
36, Private, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
41, Private, HS-grad,9.0, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, Japan,>50K
20, Private, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
41, Local-gov, Bachelors,13.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
34, Private, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
48, Private, 11th,7.0, Divorced, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
27, Private, HS-grad,9.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
35, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,60.0, United-States,>50K
27, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States,<=50K
20, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
18, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,15.0, United-States,<=50K
32, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
38, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
23, State-gov, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
28, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
40, State-gov, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,38.0, United-States,>50K
35, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
74, Self-emp-inc, Some-college,10.0, Widowed, Exec-managerial, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=50K
28, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
23, Private, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
20, Self-emp-not-inc, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,2258.0,10.0, United-States,<=50K
44, Private, HS-grad,9.0, Divorced, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,56.0, United-States,<=50K
46, Local-gov, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,25.0, United-States,<=50K
51, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
40, Private, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
48, Private, Prof-school,15.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
60, Self-emp-not-inc, 9th,5.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1672.0,84.0, United-States,<=50K
48, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,70.0, United-States,<=50K
48, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
24, Local-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
45, State-gov, Some-college,10.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
18, Private, 12th,8.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,35.0, United-States,<=50K
39, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
65, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,2352.0,65.0, United-States,<=50K
22, Private, Some-college,10.0, Divorced, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
20, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,<=50K
28, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
46, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,50.0, United-States,>50K
42, Local-gov, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,48.0, United-States,>50K
28, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Own-child, White, Male,7688.0,0.0,50.0, United-States,>50K
18, Private, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,20.0, United-States,<=50K
24, Federal-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,<=50K
45, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,56.0, United-States,>50K
24, Private, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
44, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
20, Private, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
35, Private, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,2829.0,0.0,55.0, Poland,<=50K
52, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
25, Private, Assoc-acdm,12.0, Never-married, Farming-fishing, Not-in-family, White, Male,2354.0,0.0,45.0, United-States,<=50K
19, Private, 5th-6th,3.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,36.0, Mexico,<=50K
54, Private, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
21, Private, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
26, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
42, Private, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
19, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
55, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1977.0,50.0, United-States,>50K
44, State-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
25, Private, Bachelors,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,55.0, United-States,<=50K
26, Private, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
64, Federal-gov, Assoc-acdm,12.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,>50K
41, Private, 11th,7.0, Divorced, Other-service, Unmarried, Other, Female,0.0,0.0,40.0, United-States,<=50K
43, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
45, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,10520.0,0.0,48.0, United-States,>50K
48, Federal-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
60, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
45, Self-emp-not-inc, Some-college,10.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,50.0, United-States,<=50K
51, Private, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
37, Federal-gov, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,<=50K
22, Private, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,30.0, United-States,<=50K
44, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,65.0, United-States,>50K
27, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
47, Local-gov, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
32, Private, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,1977.0,40.0, United-States,>50K
40, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
26, Private, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
47, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States,<=50K
55, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,<=50K
38, Private, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
24, State-gov, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,15.0, United-States,<=50K
64, Self-emp-not-inc, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,25.0, United-States,>50K
56, Federal-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,49.0, United-States,>50K
33, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,45.0, United-States,>50K
33, Private, Prof-school,15.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,42.0, United-States,>50K
21, Private, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
59, Local-gov, HS-grad,9.0, Widowed, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,<=50K
58, Private, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, Germany,>50K
43, Local-gov, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,40.0, United-States,<=50K
21, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States,<=50K
45, Private, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
53, Local-gov, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
27, Private, 10th,6.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, Mexico,<=50K
38, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
31, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,70.0, United-States,>50K
41, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,35.0, United-States,<=50K
22, State-gov, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States,<=50K
43, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,<=50K
41, State-gov, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,<=50K
27, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0.0,0.0,35.0, United-States,<=50K
41, Local-gov, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,<=50K
36, Private, Prof-school,15.0, Divorced, Prof-specialty, Not-in-family, White, Male,99999.0,0.0,45.0, United-States,>50K
49, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
20, Private, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,45.0, United-States,<=50K
58, Self-emp-not-inc, HS-grad,9.0, Married-spouse-absent, Other-service, Unmarried, White, Female,0.0,0.0,45.0, United-States,<=50K
35, Self-emp-not-inc, 12th,8.0, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, Trinadad&Tobago,<=50K
30, Local-gov, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
21, Private, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,<=50K
29, Private, Assoc-acdm,12.0, Never-married, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,45.0, United-States,<=50K
40, Private, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States,<=50K
54, State-gov, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States,>50K
35, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
35, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
59, Private, HS-grad,9.0, Separated, Sales, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
43, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States,<=50K
39, Private, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
51, Private, 7th-8th,4.0, Separated, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,30.0, United-States,<=50K
71, Private, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Female,2964.0,0.0,60.0, United-States,<=50K
33, Private, 12th,8.0, Divorced, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States,<=50K
